高一上地理,#genre#
16-海水的运动（第一课时）,https://d006.eduyun.cn/videoworks/mda-kjvh70y5k44wgaev/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】海水的运动（第一课时）.m3u8
17-海水的运动（第二课时）,https://d006.eduyun.cn/videoworks/mda-kj2d51e0f1sxwkey/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】海水的运动（第二课时）.m3u8
18-常见地貌类型（第一课时）,https://d006.eduyun.cn/videoworks/mda-kj2dv3hzy6sxdhn7/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】常见地貌类型（第一课时）.m3u8
19-常见地貌类型（第二课时）,https://d006.eduyun.cn/videoworks/mda-kkcb9ny1a475ga3t/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】常见地貌类型（第二课时）.m3u8
20-常见地貌类型（第三课时）,https://d006.eduyun.cn/videoworks/mda-kkehshcj1fwtskgp/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】常见地貌类型（第三课时）.m3u8
21-地貌的观察,https://d006.eduyun.cn/videoworks/mda-kkjiiuu9cz1gki7g/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】地貌的观察.m3u8
22-实践问题研究——喀斯特地区的地貌和人类活动,https://d006.eduyun.cn/videoworks/mda-kkjietrs3fny21b1/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】实践问题研究——喀斯特地区的地貌和人类活动.m3u8
23-植被（第一课时）,https://d006.eduyun.cn/videoworks/mda-kktdfi3k8qgk8kcc/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】植被（第一课时）.m3u8
24-植被（第二课时）,https://d006.eduyun.cn/videoworks/mda-kktdicbqmqt5u8ca/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】植被（第二课时）.m3u8
25-土壤（第一课时）,https://d006.eduyun.cn/videoworks/mda-kktdkgfxc31zzf6r/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】土壤（第一课时）.m3u8
26-土壤（第二课时）,https://d006.eduyun.cn/videoworks/mda-kktdmiz2we8kb6nd/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】土壤（第二课时）.m3u8
27-植被与土壤实践问题研究,https://d006.eduyun.cn/videoworks/mda-kktd95h3pfyibb5e/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】植被与土壤实践问题研究.m3u8
28-气象灾害,https://d006.eduyun.cn/videoworks/mda-kkzhmwkmntttxb6b/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】气象灾害.m3u8
29-地质灾害,https://d006.eduyun.cn/videoworks/mda-kkzhgze81hvd42bz/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】地质灾害.m3u8
30-防灾减灾,https://d006.eduyun.cn/videoworks/mda-kkzh0i3qw8gxb7g2/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】防灾减灾.m3u8
31-地理信息技术在防灾减灾中的应用,https://d006.eduyun.cn/videoworks/mda-kkzhk414rky4qr7s/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】地理信息技术在防灾减灾中的应用.m3u8
32-实践问题研究：救灾物资储备库如何选址？,https://d006.eduyun.cn/videoworks/mda-kkzhh5qjv19g0tx1/ykt_tbkt_hls_1080_7/video/高一【地理（人教）】实践问题研究：救灾物资储备库如何选址？.m3u8

高一上化学,#genre#
01-物质分类及转化（第一课时）,https://d006.eduyun.cn/videoworks/mda-kicmpsp5jms67nps/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】物质的分类及转化（第一课时).m3u8
02-物质分类及转化（第二课时）,https://d006.eduyun.cn/videoworks/mda-kicmz20sd9ngepcn/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】物质的分类及转化（第二课时）.m3u8
03-离子反应（第一课时）,https://d006.eduyun.cn/videoworks/mda-kicm830kr86ryqcz/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】离子反应（第一课时）.m3u8
04-离子反应（第二课时）,https://d006.eduyun.cn/videoworks/mda-kicmvmyca8wvfnh7/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】离子反应（第二课时）.m3u8
05-氧化还原反应（第一课时）,https://d006.eduyun.cn/videoworks/mda-kicm3r06vtirga1d/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】氧化还原反应（第一课时）.m3u8
06-氧化还原反应（第二课时）,https://d006.eduyun.cn/videoworks/mda-kicmna9estra9qc3/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】氧化还原反应（第二课时）.m3u8
07-物质及其变化复习,https://d006.eduyun.cn/videoworks/mda-kirq100uuex49vcy/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】物质及其变化复习.m3u8
08-钠及其化合物（第一课时）,https://d006.eduyun.cn/videoworks/mda-kirqxknu963uhew9/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】钠及其化合物（第一课时）.m3u8
09-钠及其化合物（第二课时）,https://d006.eduyun.cn/videoworks/mda-kiydk4bw4r84nmqx/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】钠及其化合物（第二课时）.m3u8
10-氯及其化合物（第一课时）,https://d006.eduyun.cn/videoworks/mda-kiydpkbu4a4uqram/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】氯及其化合物（第一课时）.m3u8
11-氯及其化合物（第二课时）,https://d006.eduyun.cn/videoworks/mda-ki4nsabbvt56f39a/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】氯及其化合物（第二课时）.m3u8
12-氯及其化合物（第三课时）,https://d006.eduyun.cn/videoworks/mda-ki4nsfqcj0e8sppk/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】氯及其化合物（第三课时）.m3u8
13-物质的量（第一课时）,https://d006.eduyun.cn/videoworks/mda-kjngt70i1mqi0mm4/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】物质的量（第一课时）.m3u8
14-物质的量（第二课时）,https://d006.eduyun.cn/videoworks/mda-kjpbm9h8e89989vs/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】物质的量（第二课时）.m3u8
15-物质的量（第三课时）,https://d006.eduyun.cn/videoworks/mda-kjvhbcgjbvy585x2/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】物质的量（第三课时）.m3u8
16-海水中的重要元素——钠和氯复习,https://d006.eduyun.cn/videoworks/mda-kjvh5quhkpasm3wc/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】海水中的重要元素——钠和氯复习.m3u8
17-铁及其化合物（第一课时）,https://d006.eduyun.cn/videoworks/mda-kjvhnwjsqsz9khqw/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】铁及其化合物（第一课时）.m3u8
18-铁及其化合物（第二课时）,https://d006.eduyun.cn/videoworks/mda-kjvh3fnpm8ecn3bf/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】铁及其化合物（第二课时）.m3u8
19-金属材料（第一课时）,https://d006.eduyun.cn/videoworks/mda-kj2dbn0m3j7tb73m/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】金属材料（第一课时）.m3u8
20-金属材料（第二课时）,https://d006.eduyun.cn/videoworks/mda-kj2dfa86v164v01y/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】金属材料（第二课时）.m3u8
21-铁 金属材料复习,https://d006.eduyun.cn/videoworks/mda-kj2dzwkk6fp7325e/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】铁金属材料复习.m3u8
22-原子结构与元素周期表（第一课时）,https://d006.eduyun.cn/videoworks/mda-kj2d70aeyndbw901/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】原子结构与元素周期表（第一课时）.m3u8
23-原子结构与元素周期表（第二课时）,https://d006.eduyun.cn/videoworks/mda-kkcbvxst9582ycmi/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】原子结构与元素周期表（第二课时）.m3u8
24-原子结构与元素周期表（第三课时）,https://d006.eduyun.cn/videoworks/mda-kkcbxixzbsnew76u/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】原子结构与元素周期表（第三课时）.m3u8
25-原子结构与元素周期表（第四课时）,https://d006.eduyun.cn/videoworks/mda-kkcb829b0dis27e0/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】原子结构与元素周期表（第四课时）.m3u8
26-元素周期律（第一课时）,https://d006.eduyun.cn/videoworks/mda-kkcb4qzc247f0h7a/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】元素周期律（第一课时）.m3u8
27-元素周期律（第二课时）,https://d006.eduyun.cn/videoworks/mda-kkeh5kcqcy2hgggb/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】元素周期律（第二课时）.m3u8
28-化学键（第一课时）,https://d006.eduyun.cn/videoworks/mda-kkeh0v69x8spkvbt/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】化学键（第一课时）.m3u8
29-化学键（第二课时）,https://d006.eduyun.cn/videoworks/mda-kkehc2n4qznb26p0/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】化学键（第二课时）.m3u8
30-物质结构 元素周期律复习,https://d006.eduyun.cn/videoworks/mda-kkehgi22icvpf0g7/ykt_tbkt_hls_1080_7/video/高一【化学（人教版）】物质结构元素周期律复习.m3u8

高一上历史,#genre#
01-高一历史导言课,https://d006.eduyun.cn/videoworks/mda-kicmh8imdns4iv5d/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】高一历史导言课.m3u8
02-中华文明的起源与早期国家,https://d006.eduyun.cn/videoworks/mda-kicm2ih6m9rsfkh0/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】中华文明的起源与早期国家.m3u8
03-诸侯纷争与变法运动,https://d006.eduyun.cn/videoworks/mda-kicm3ud1sr4y5zwg/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】诸侯纷争与变法运动.m3u8
04-秦统一多民族封建国家的建立,https://d006.eduyun.cn/videoworks/mda-kicmp7wqpma83h26/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】秦统一多民族封建国家的建立.m3u8
05-西汉与东汉——统一多民族国家的巩固,https://d006.eduyun.cn/videoworks/mda-kiiqfkm23ztt4ayf/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】西汉与东汉——统一多民族封建国家的巩固.m3u8
06-三国两晋南北朝的政权更迭与民族交融,https://d006.eduyun.cn/videoworks/mda-kiiq3vj4nkf0b397/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】三国两晋南北朝的政权更迭与民族交融.m3u8
07-从隋唐盛世到五代十国,https://d006.eduyun.cn/videoworks/mda-kirpignvw7nx8gr0/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】从隋唐盛世到五代十国.m3u8
08-隋唐制度的变化与创新,https://d006.eduyun.cn/videoworks/mda-kirp1kv9e9pp6k3s/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】隋唐制度的变化与创新.m3u8
09-三国至隋唐的文化,https://d006.eduyun.cn/videoworks/mda-kiydefyki4j9padk/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】三国至隋唐的文化.m3u8
10-两宋的政治和军事,https://d006.eduyun.cn/videoworks/mda-kiydnntf5id6wtub/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】两宋的政治和军事.m3u8
11-辽夏金元的统治,https://d006.eduyun.cn/videoworks/mda-ki4miekgmbky175g/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】辽夏金元的统治.m3u8
12-辽宋夏金元的经济与社会,https://d006.eduyun.cn/videoworks/mda-ki4mqkvjk3417y6h/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】辽宋夏金元的经济与社会.m3u8
13-辽宋夏金元的文化,https://d006.eduyun.cn/videoworks/mda-kjnggzz4asjwac9d/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】辽宋夏金元的文化.m3u8
14-从明朝建立到清军入关,https://d006.eduyun.cn/videoworks/mda-kjng8nmb5z3cse2u/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】从明朝建立到清军入关.m3u8
15-清朝前中期的鼎盛与危机,https://d006.eduyun.cn/videoworks/mda-kjvh11krwsd27gtm/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】清朝前中期的鼎盛与危机.m3u8
16-明至清中叶的经济与文化,https://d006.eduyun.cn/videoworks/mda-kjvhtnkpm907uw6y/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】明至清中叶的经济与文化.m3u8
17-中华民族多元一体的发展趋势,https://d006.eduyun.cn/videoworks/mda-kj2dcgxy747ee7p8/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】中华民族多元一体的发展趋势.m3u8
18- 两次鸦片战争,https://d006.eduyun.cn/videoworks/mda-kj2d8s00behyr1sp/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】两次鸦片战争.m3u8
19-国家出路的探索与列强侵略的加剧,https://d006.eduyun.cn/videoworks/mda-kkcb7vx2nibqcyij/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】国家出路的探索与列强侵略的加剧.m3u8
20-挽救民族危亡的斗争,https://d006.eduyun.cn/videoworks/mda-kkcbrw804nepc87s/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】挽救民族危亡的斗争.m3u8
21-辛亥革命,https://d006.eduyun.cn/videoworks/mda-kkjiwmyu7wkqmgg6/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】辛亥革命.m3u8
22-北洋军阀统治时期的政治、经济与文化,https://d006.eduyun.cn/videoworks/mda-kkji229rqy257tfn/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】北洋军阀统治时期的政治、经济与文化.m3u8
23-五四运动与中国共产党的诞生,https://d006.eduyun.cn/videoworks/mda-kksixmz0wvb8phqz/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】五四运动与中国共产党的诞生.m3u8
24-南京国民政府的统治和中国共产党开辟革命新道路,https://d006.eduyun.cn/videoworks/mda-kksid4d5z950uiht/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】南京国民政府的统治和中国共产党开辟革命新道路.m3u8
25-从局部抗战到全面抗战,https://d006.eduyun.cn/videoworks/mda-kkzha7unq45ac1ij/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】从局部抗战到全面抗战.m3u8
26-全民族浴血奋战与抗日战争的胜利,https://d006.eduyun.cn/videoworks/mda-kkzh8bnerucdq86i/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】全民族浴血奋战与抗日战争的胜利.m3u8
27-人民解放战争,https://d006.eduyun.cn/videoworks/mda-kkzhyucysqx3qa66/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】人民解放战争.m3u8
28-中华人民共和国成立和向社会主义的过渡,https://d006.eduyun.cn/videoworks/mda-kkzh6kbzhkzn4k87/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】中华人民共和国成立和向社会主义的过渡.m3u8
29-社会主义建设在探索中曲折发展,https://d006.eduyun.cn/videoworks/mda-kkzh8jc448miybge/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】社会主义建设在探索中曲折发展.m3u8
30-中国特色社会主义道路的开辟与发展,https://d006.eduyun.cn/videoworks/mda-kkzhinvpvr1d45fb/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】中国特色社会主义道路的开辟与发展.m3u8
31-改革开放以来的巨大成就,https://d006.eduyun.cn/videoworks/mda-kk2gaq3rsdewnaik/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】改革开放以来的巨大成就.m3u8
32-近代以来中国人民对民族振兴道路的探索,https://d006.eduyun.cn/videoworks/mda-kk2gvsmm5qik04pg/ykt_tbkt_hls_1080_7/video/高一【历史（统编版）】近代以来中国人民对民族振兴道路的探索.m3u8

高一上美术,#genre#
01-素养与情操——美术鉴赏的意义,https://d006.eduyun.cn/videoworks/mda-kicmj11yzbwxmeh4/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）】素养与情操——美术鉴赏的意义.m3u8
02-感知与判断——美术鉴赏的过程与方法,https://d006.eduyun.cn/videoworks/mda-kicm3gcwuy6nk12p/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）】感知与判断——美术鉴赏的过程与方法.m3u8
03-程式与意蕴——中国传统绘画（第一课时）,https://d006.eduyun.cn/videoworks/mda-kiiqf2i0zrcqdhum/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）】程式与意蕴——中国传统绘画（一）.m3u8
04-程式与意蕴——中国传统绘画（第二课时）,https://d006.eduyun.cn/videoworks/mda-kirqyjmn2jxuqp5b/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）】主题一程式与意蕴——中国传统绘画.m3u8
05-抒情与写意——文人画,https://d006.eduyun.cn/videoworks/mda-ki2hstsyktjfa3ze/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）】抒情与写意——文人画.m3u8
06-现实与理想——西方古典绘画,https://d006.eduyun.cn/videoworks/mda-ki5b3r4vpsp4bhfr/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）】现实与理想——西方古典绘画.m3u8
07-超越与延异——西方现代艺术（第一课时）,https://d006.eduyun.cn/videoworks/mda-kjpgfkwk38k0tga3/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）】超越与延异——西方现代艺术.m3u8
08-纪念与象征——空间中的实体艺术,https://d006.eduyun.cn/videoworks/mda-kjxmb4ipmbrc1yas/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）】纪念与象征——空间中的实体艺术.m3u8
09-体量与力量——雕塑的美感 ,https://d006.eduyun.cn/videoworks/mda-kj4g1k4uvah8h0kw/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）】体量与力量——雕塑的美感.m3u8
10-实体与虚空——凝固的音乐,https://d006.eduyun.cn/videoworks/mda-kkcb6q56cymkix79/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）】实体与虚空——凝固的音乐.m3u8
11-人居与环境——诗意的栖居,https://d006.eduyun.cn/videoworks/mda-kknb9ar0q79ytbdf/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）】人居与环境——诗意的栖居.m3u8
12-人作与天开——中国古典园林艺术,https://d006.eduyun.cn/videoworks/mda-kksiu72mt5tjbhv1/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）】人作与天开——中国古典园林艺术.m3u8
13-文化与习俗——从“泥土”中诞生的美,https://d006.eduyun.cn/videoworks/mda-kk2gzanccgmwy65p/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）】文化与习俗——从“泥土”中诞生的美.m3u8
14-质朴与率真——浓郁乡情的视觉呈现,https://d006.eduyun.cn/videoworks/mda-kmadn8t1x2bzb3ie/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）】质朴与率真——浓郁乡情的视觉呈现.m3u8
15-交流与传承——东西文化碰撞中的艺术嬗变,https://d006.eduyun.cn/videoworks/mda-kmhhxrp338mabj7p/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）】交流与传承——东西文化碰撞中的艺术嬗变.m3u8
16-时代与变革——为人生而艺术,https://d006.eduyun.cn/videoworks/mda-kmhhyxjmnnn7hemx/ykt_tbkt_hls_1080_7/video/高一【美术（人美版）】时代与变革——为人生而艺术.m3u8

高一上生物学,#genre#
01-第1节 细胞是生命活动的基本单位,https://d006.eduyun.cn/videoworks/mda-kicmxbxrzzvvbj9j/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】第1章第1节细胞是生命活动的基本单位.m3u8
02-第2节 细胞的多样性和统一性,https://d006.eduyun.cn/videoworks/mda-kicmg3ktasittgfr/ykt_tbkt_hls_1080_7/video/高一【生物（人教）】第1章第2节细胞的多样性和统一性.m3u8
03-第1节 细胞中的元素和化合物,https://d006.eduyun.cn/videoworks/mda-kicmdf0cdqubpfxp/ykt_tbkt_hls_1080_7/video/高一【生物（人教版）】第1节细胞中的元素和化合物.m3u8
04-第2节 细胞中的无机物,https://d006.eduyun.cn/videoworks/mda-kicm73vzrqz883x7/ykt_tbkt_hls_1080_7/video/高一【生物（人教版）】第2节细胞中的无机物.m3u8
05-第3节 细胞中的糖类和脂质,https://d006.eduyun.cn/videoworks/mda-kiiq9hjymvbwuzs9/ykt_tbkt_hls_1080_7/video/高一【生物（人教版）】第3节细胞中的糖类和脂质.m3u8
06-第4节 蛋白质是生命活动的主要承担者 第1课时,https://d006.eduyun.cn/videoworks/mda-kijh3k7bu7m1nnzr/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】第2章第4节蛋白质是生命活动的主要承担者（第一课时）.m3u8
07-第4节 蛋白质是生命活动的主要承担者 第2课时,https://d006.eduyun.cn/videoworks/mda-kirq6abfc4s0de3x/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】第2章第4节蛋白质是生命活动的主要承担者（第二课时）.m3u8
08-第5节 核酸是遗传信息的携带者,https://d006.eduyun.cn/videoworks/mda-kirqw6uhyyu0inyj/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】第2章第5节核酸是遗传信息的携带者.m3u8
09-第1节 细胞膜的结构和功能 第1课时,https://d006.eduyun.cn/videoworks/mda-kiydcqjj7r285xj6/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】第3章第1节细胞膜的结构和功能（第一课时）.m3u8
10-第1节 细胞膜的结构和功能 第2课时,https://d006.eduyun.cn/videoworks/mda-kiyd1rkdjrx2nawc/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】第3章第1节细胞膜的结构和功能（第二课时）.m3u8
11-第2节 细胞器之间的分工合作 第1课时,https://d006.eduyun.cn/videoworks/mda-ki2hmcqjjsr1j9zv/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】第3章第2节细胞器之间的分工合作（第一课时）.m3u8
12-第2节 细胞器之间的分工合作 第2课时,https://d006.eduyun.cn/videoworks/mda-ki4nmxqr6y2jrfnc/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】第3章第2节细胞器之间的分工合作（第二课时）.m3u8
13-第3节 细胞核的结构和功能,https://d006.eduyun.cn/videoworks/mda-ki5b4t1fwpsfhdse/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】第3章第3节细胞核的结构与功能.m3u8
14-第1节 被动运输 第1课时,https://d006.eduyun.cn/videoworks/mda-kjpgm1srnpurugv4/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】第4章第1节被动运输（第一课时）.m3u8
15-第1节 被动运输 第2课时,https://d006.eduyun.cn/videoworks/mda-kjpgrz1t5czm54n9/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】第4章第1节被动运输（第二课时）.m3u8
16-第2节 主动运输与胞吞、胞吐,https://d006.eduyun.cn/videoworks/mda-kjvhiifuzarvygym/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】第4章第2节主动运输与胞吞、胞吐.m3u8
17-第1节 降低化学反应活化能的酶 第1课时,https://d006.eduyun.cn/videoworks/mda-kjvhcuhwq8kv8wiy/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】降低化学反应活化能的酶（第一课时）.m3u8
18-第1节 降低化学反应活化能的酶 第2课时,https://d006.eduyun.cn/videoworks/mda-kj2df0zwadr0qdtr/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】降低化学反应活化能的酶（第二课时）.m3u8
19-第2节 细胞的能量“货币”ATP,https://d006.eduyun.cn/videoworks/mda-kj4gk0aw0k1arkn0/ykt_tbkt_hls_1080_7/video/高一【生物（人教版）】第5章第2节细胞的能量“货币”ATP.m3u8
20-第3节 细胞呼吸的原理和应用 第1课时,https://d006.eduyun.cn/videoworks/mda-kkcbzp1w8tp0wwss/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】第5章第3节细胞呼吸的原理和应用（第一课时）.m3u8
21-第3节 细胞呼吸的原理和应用 第2课时,https://d006.eduyun.cn/videoworks/mda-kkcbaqguq2rwgyps/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】第5章第3节细胞呼吸的原理和应用（第二课时）.m3u8
22-第3节 细胞呼吸的原理和应用 第3课时,https://d006.eduyun.cn/videoworks/mda-kknb3yaamzf0053p/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】第5章第3节细胞呼吸的原理和应用（第三课时）.m3u8
23-第4节 光合作用与能量转化 第1课时,https://d006.eduyun.cn/videoworks/mda-kknbz2q8ji1bmu40/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】光合作用与能量转化（第1课时）.m3u8
24-第4节 光合作用与能量转化 第2课时,https://d006.eduyun.cn/videoworks/mda-kksi19f518tfae1i/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】第5章第4节光合作用与能量转化（第2课时）.m3u8
25-第4节 光合作用与能量转化 第3课时,https://d006.eduyun.cn/videoworks/mda-kkvdam8sjsttf4p8/ykt_tbkt_hls_1080_7/video/高一【生物学（人教版）】光合作用与能量转化（第3课时）.m3u8
